fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
0.045495343,0.000152713,0.589537133,0.367481252,0.95118118,0.447486644,0.207559466,0.191233766,0.126760563,0.268656716,0.84414465,0.008453526,0.078247555,0.162965956,0.133776335,0.000152771,0.045921236,0.273085364,0.357634309,1,0.023325528,0.023787325,0.039382872,0.039382872,0.037266247,0.037266247,0.646464646,1,0.712121212,0,0.007575758,0.125373134,Operations
0.392393622,0.057755991,0.248874002,0.117110364,0.440164743,0.15693772,0.500698037,0.704545455,0.521126761,0.805970149,0.977907568,0.107826286,0.583321445,0.776595622,0.724363579,0.057743785,0.392475855,0.184688643,0.099283927,0,0.17661868,0.172940329,0.245691435,0.245691434,0.245730413,0.245730412,0.323232323,0,0.196969697,0,0.553030303,0.620895522,Research
0.02027564,0.000187108,0.719634316,0.397191359,0.872141185,0.583538732,0.193205945,0.136050157,0.070422535,0.194029851,0.691719304,0.005093728,0.031603005,0.096590374,0.057380858,0.000187178,0.020279302,0.439681538,0.635430415,1,0.010486366,0.010981115,0.021914714,0.021914714,0.021742361,0.021742361,0.666666667,1,0.787878788,0,0.007575758,0.086567164,GradStudent
0.001643145,0.000539735,0.654272991,0.532200553,0.936070592,0.903755869,0.2003367,0.074653823,0.070422535,0.134328358,0.444460816,0.005991509,0.02726058,0.064657146,0.05034843,0.000539938,0.001643442,0.565807739,0.745677163,1,0.005750043,0.002488486,0.002921569,0.002921569,0.00277021,0.00277021,0.656565657,1,0.878787879,0,0.007575758,0.047761194,GradStudent
0.15122011,0.013730715,0.329508906,0.246440075,0.679030285,0.334656411,0.403887358,0.489599384,0.422535211,0.626865672,0.988515042,0.59088975,0.465250928,0.593373758,0.602319888,0.013762346,0.151274594,0.357757008,0.210657297,0,0.288479712,0.28477714,0.529391873,0.529391872,0.52929873,0.529298729,0.414141414,0,0.378787879,0,0.25,0.253731343,Director
0.03447559,0.000140331,0.668893287,0.435709532,0.952052944,0.700962239,0.186165452,0.179883946,0.084507042,0.28358209,0.495787019,0.004634411,0.038951153,0.197950447,0.070317633,0.000140384,0.034555479,0.739886988,0.723210265,1,0.006220573,0.009033885,0.000423177,0.000423177,0.000879653,0.000879653,0.676767677,1,0.727272727,0,0.007575758,0.08358209,GradStudent
0.156346077,0.058829327,0.282745458,0.237878489,0.537238266,0.327023725,0.434656644,0.522335423,0.464788732,0.656716418,0.981839879,0.161545478,0.496199918,0.642362974,0.63733172,0.058426374,0.156366677,0.232299306,0.205198909,0,0.204110972,0.20104228,0.235211662,0.235211661,0.235213813,0.235213812,0.383838384,0,0.348484848,0,0.325757576,0.28358209,PM
0.134833925,0.014130491,0.360362032,0.277668811,0.656250545,0.377340036,0.424242424,0.522335423,0.422535211,0.656716418,0.968205743,0.066493163,0.495126464,0.675712678,0.644825044,0.014135801,0.134843053,0.181215515,0.159234886,0,0.126902828,0.127978114,0.140850807,0.140850807,0.140966371,0.140966371,0.393939394,0,0.348484848,0,0.401515152,0.402985075,Research
0.033255617,0.005622615,0.390763648,0.441121688,0.754310512,0.631740896,0.293630752,0.275461381,0.253521127,0.402985075,0.803970619,0.059104164,0.176904219,0.357045537,0.280167007,0.005762773,0.033261624,0.31598157,0.364670109,0,0.029030495,0.028114833,0.005260042,0.005260042,0.004883073,0.004883073,0.535353535,0,0.606060606,0,0.03030303,0.131343284,GradStudent
0.222842118,0.004194701,0.37853817,0.209498937,0.800568044,0.278351141,0.346362172,0.591314935,0.338028169,0.71641791,0.85010641,0.03027518,0.336364304,0.716021592,0.470814101,0.004196278,0.222861143,0.296417409,0.130640545,0,0.027706721,0.02381364,0.024542322,0.024542322,0.021112397,0.021112397,0.474747475,0,0.287878788,0,0.136363636,0.501492537,Operations
0.528843011,0.417225384,0.063494763,0.0508123,0.098362084,0.062385801,0.827272727,0.949282297,0.873239437,0.970149254,0.996765164,0.525095871,0.954767274,0.993459367,0.951747804,0.41704591,0.528776557,0.069587082,0.011721961,0,0.550061067,0.539502668,0.684559935,0.684559934,0.684519948,0.684519947,0.090909091,0,0.03030303,0,0.946969697,0.952238806,Director
0.186966877,0.011947937,0.311699379,0.223726537,0.604800026,0.298195423,0.328282828,0.573612228,0.309859155,0.701492537,0.850772575,0.051498567,0.225466871,0.700602114,0.346001464,0.012128845,0.187020232,0.291129428,0.081936522,0,0.033765845,0.038125847,0.015213088,0.015213087,0.016231847,0.016231847,0.494949495,0,0.303030303,0,0.083333333,0.635820896,GradStudent
0.577371244,0.287755262,0.078822636,0.038457234,0.123558087,0.046830986,0.776404825,0.974371373,0.830985915,0.985074627,0.984758947,0.292652961,0.905461368,1,0.923707234,0.287580119,0.577313557,0.065165636,0,0,0.24285442,0.237463343,0.244737916,0.244737915,0.244583002,0.244583001,0.121212121,0,0.015151515,0,0.810606061,1,PM
0.134556094,0.038018819,0.352605336,0.303109353,0.524955326,0.404871048,0.364973262,0.427347243,0.338028169,0.567164179,0.857916161,0.047837772,0.294326456,0.534090488,0.447504057,0.03825543,0.13450021,0.192961705,0.232923351,0,0.039108585,0.040174465,0.018620256,0.018620256,0.018470123,0.018470123,0.454545455,0,0.439393939,0,0.151515152,0.265671642,GradStudent
0.009417235,0.000107947,0.199323767,0.549736531,0.776247074,0.655162593,0,0.036363636,0.028169014,0.074626866,0.42896979,0.004771903,0.001930516,0.024605862,0.003333806,0.000107988,0.009418936,0,0.59233375,1,0.004813377,0.00270153,0.000878027,0.000878027,0,0,1,1,0.939393939,1,0.007575758,0.008955224,Operations
0.014804667,0.000767195,0.480764473,0.51249487,0.896729419,0.696156103,0.252932005,0.168693982,0.197183099,0.268656716,0.771038306,0.020848591,0.136016845,0.195469179,0.218367793,0.000767483,0.014807342,0.521020722,0.352333724,1,0.015672467,0.014205746,0.029426198,0.029426198,0.027803356,0.027803356,0.585858586,1,0.742424242,0,0.007575758,0.056716418,Research
1,0.459861458,0.060663579,0,0.097664996,0,0.776404825,1,0.830985915,1,1,1,0.848270969,0.96467996,0.908130202,0.45965,1,0.105966117,0.012368287,0,1,1,1,1,1,1,0.121212121,0,0,0,0.878787879,0.87761194,Director
0.075102164,0.023623278,0.281321981,0.362529568,0.533369966,0.485828869,0.374485597,0.427347243,0.38028169,0.567164179,0.90330225,0.089646533,0.323062378,0.576129985,0.464783256,0.023753926,0.075115731,0.309373805,0.160599985,0,0.061117975,0.060240902,0.016995406,0.016995406,0.01397438,0.01397438,0.444444444,0,0.439393939,0,0.113636364,0.32238806,Research
0.003639425,0,0.843476827,0.784837518,1,0.787161696,0.193205945,0.064892344,0.070422535,0.089552239,0.334932806,0.001943533,0.035989065,0.055354203,0.065519391,0,0.003640082,0.360208791,0.444090081,1,0.002895351,0.001355454,0.001422635,0.001422635,0.000894573,0.000894573,0.666666667,1,0.893939394,0,0,0.011940299,GradStudent
0.028879464,0.00058856,0.588223652,0.523498613,0.923284711,0.662705399,0.268879269,0.262890095,0.183098592,0.358208955,0.80003898,0.01565377,0.137766897,0.327674548,0.230023627,0.000588781,0.02888468,0.248851703,0.359241271,0,0.022036913,0.008588467,0.009233744,0.009233744,0.000819873,0.000819873,0.565656566,0,0.621212121,0,0.037878788,0.095522388,GradStudent
0.172365975,0.068088311,0.23002639,0.23511661,0.3908064,0.320202465,0.489247312,0.573612228,0.535211268,0.701492537,0.929434026,0.117558869,0.561366326,0.715830054,0.69560298,0.067967612,0.172334057,0.108095688,0.118249233,0,0.074926152,0.073392555,0.036429639,0.036429639,0.035753984,0.035753984,0.333333333,0,0.303030303,0,0.356060606,0.591044776,Research
